plan_id,county_id
56707OR1410003,41031
77969OR5280021-06,41061
10091OR0750002,41071
56707OR1360004-04,41005
71287OR0420014,41009
39424OR1620051,41021
39424OR1620072,41031
10091OR0750004-06,41005
77969OR5280023,41059
10091OR0750012,41047
63474OR0600010-05,41055
71287OR0420023,41071
10091OR0750013-05,41025
39424OR1610005,41069
77969OR5290002,41053
71287OR0420019,41005
71287OR0420011-05,41009
39424OR1610002-04,41065
77969OR5280014,41005
77969OR5290001,41005
56707OR1360004-04,41011
56707OR1320004,41031
77969OR5280014-04,41063
71287OR0420003,41009
10091OR0750013,41003
77969OR5280014-04,41015
71287OR0420011-06,41051
10091OR0750004,41003
39424OR1620074,41025
71287OR0420012,41027
77969OR5280021,41061
39424OR1620077-05,41039
77969OR5280021-04,41019
39424OR1600001,41051
71287OR0420012-04,41005
10091OR0750013-06,41003
56707OR1430003,41023
71287OR0420014,41039
63474OR0600010-06,41061
39424OR1620077-04,41047
77969OR5280014-05,41025
10091OR0750005-05,41023
71287OR0420012,41071
39424OR1620053-06,41037
39424OR1620070,41013
39424OR1620077-04,41039
39424OR1620072,41025
56707OR1330004-06,41031
39424OR1620069-06,41031
10091OR0750016,41049
39424OR1610006,41019
77969OR5280014-04,41037
71287OR0420003-05,41039
39424OR1620069-06,41045
39424OR1620077,41037
10091OR0750002,41031
71287OR0420003,41051
10091OR0750014,41005
39424OR1620069-04,41045
77969OR5290001-04,41045
10091OR0750013-05,41029
10091OR0750013-05,41021
77969OR5290001,41041
10091OR0750002,41057
39424OR1610005-04,41049
56707OR1400003,41005
56707OR1330004-04,41051
39424OR1620053-06,41045
77969OR5280014-05,41069
10091OR0760001,41065
63474OR0600010,41057
56707OR1420003,41029
77969OR5280003,41031
39424OR1620002-05,41009
